app,0.25 - #targets,0.25 - #avg. action,0.25 - precision (best),0.25 - recall (best)
a41, 9, 14.00, 56.43 (100.00), 76.67 (88.89)
a42, 3, 25.44, 11.35 (50.00), 66.67 (66.67)
a43, 3, 5.33, 33.33 (42.86), 55.56 (66.67)
a44, 5, 5.10, 58.82 (60.00), 80.00 (80.00)
a45, 4, 3.10, 64.52 (66.67), 75.00 (75.00)
avg,4.80, 10.60, 44.89 (63.90), 70.78 (75.44)
