app,category,scenario,simT,precision,recall
a34,Shopping,b32,0.25,100.00,80.00
a34,Shopping,b32,0.25,100.00,80.00
a34,Shopping,b32,0.25,100.00,80.00
a34,Shopping,b32,0.25,100.00,80.00
a35,Shopping,b32,0.25,83.33,83.33
a35,Shopping,b32,0.25,83.33,83.33
a35,Shopping,b32,0.25,83.33,83.33
a35,Shopping,b32,0.25,83.33,83.33
a35,Shopping,b32,0.25,83.33,83.33
a35,Shopping,b32,0.25,83.33,83.33
a35,Shopping,b32,0.25,83.33,83.33
a35,Shopping,b32,0.25,83.33,83.33
a35,Shopping,b32,0.25,83.33,83.33
a35,Shopping,b32,0.25,83.33,83.33
a32,Shopping,b32,0.10,26.92,100.00
a32,Shopping,b32,0.10,100.00,100.00
a32,Shopping,b32,0.10,60.00,100.00
a32,Shopping,b32,0.10,60.00,100.00
a32,Shopping,b32,0.10,60.00,100.00
a32,Shopping,b32,0.10,60.00,100.00
a32,Shopping,b32,0.10,100.00,100.00
a32,Shopping,b32,0.10,37.50,66.67
a32,Shopping,b32,0.10,100.00,100.00
a32,Shopping,b32,0.10,75.00,100.00
a33,Shopping,b32,0.10,83.33,100.00
a33,Shopping,b32,0.10,83.33,100.00
a33,Shopping,b32,0.10,83.33,100.00
a33,Shopping,b32,0.10,71.43,100.00
a33,Shopping,b32,0.10,83.33,100.00
a33,Shopping,b32,0.10,83.33,100.00
a33,Shopping,b32,0.10,83.33,100.00
a33,Shopping,b32,0.10,83.33,100.00
a33,Shopping,b32,0.10,83.33,100.00
a33,Shopping,b32,0.10,83.33,100.00
a31,Shopping,b32,0.10,100.00,100.00
a31,Shopping,b32,0.10,100.00,100.00
a31,Shopping,b32,0.10,100.00,100.00
a31,Shopping,b32,0.10,100.00,100.00
a31,Shopping,b32,0.10,100.00,100.00
a31,Shopping,b32,0.10,100.00,100.00
a31,Shopping,b32,0.10,100.00,100.00
a31,Shopping,b32,0.10,80.00,100.00
a31,Shopping,b32,0.10,50.00,75.00
a31,Shopping,b32,0.10,100.00,100.00
a34,Shopping,b32,0.10,83.33,100.00
a34,Shopping,b32,0.10,83.33,100.00
a34,Shopping,b32,0.10,83.33,100.00
a34,Shopping,b32,0.10,25.00,60.00
a34,Shopping,b32,0.10,83.33,100.00
a34,Shopping,b32,0.10,83.33,100.00
a34,Shopping,b32,0.10,83.33,100.00
a34,Shopping,b32,0.10,83.33,100.00
a34,Shopping,b32,0.10,83.33,100.00
a34,Shopping,b32,0.10,83.33,100.00
a35,Shopping,b32,0.10,100.00,83.33
a35,Shopping,b32,0.10,100.00,83.33
a35,Shopping,b32,0.10,100.00,83.33
a35,Shopping,b32,0.10,100.00,83.33
a35,Shopping,b32,0.10,100.00,83.33
a35,Shopping,b32,0.10,100.00,83.33
a35,Shopping,b32,0.10,100.00,83.33
a35,Shopping,b32,0.10,100.00,83.33
a35,Shopping,b32,0.10,100.00,83.33
a35,Shopping,b32,0.10,100.00,83.33
a32,Shopping,b32,0.15,37.50,66.67
a32,Shopping,b32,0.15,100.00,100.00
a32,Shopping,b32,0.15,100.00,100.00
a32,Shopping,b32,0.15,100.00,100.00
a32,Shopping,b32,0.15,100.00,100.00
a32,Shopping,b32,0.15,100.00,100.00
a32,Shopping,b32,0.15,33.33,33.33
a32,Shopping,b32,0.15,100.00,100.00
a32,Shopping,b32,0.15,100.00,100.00
a32,Shopping,b32,0.15,100.00,100.00
a33,Shopping,b32,0.15,83.33,100.00
a33,Shopping,b32,0.15,83.33,100.00
a33,Shopping,b32,0.15,83.33,100.00
a33,Shopping,b32,0.15,83.33,100.00
a33,Shopping,b32,0.15,83.33,100.00
a33,Shopping,b32,0.15,83.33,100.00
a33,Shopping,b32,0.15,83.33,100.00
a33,Shopping,b32,0.15,83.33,100.00
a33,Shopping,b32,0.15,83.33,100.00
a33,Shopping,b32,0.15,71.43,100.00
a31,Shopping,b32,0.15,100.00,100.00
a31,Shopping,b32,0.15,100.00,100.00
a31,Shopping,b32,0.15,100.00,100.00
a31,Shopping,b32,0.15,100.00,75.00
a31,Shopping,b32,0.15,100.00,100.00
a31,Shopping,b32,0.15,100.00,100.00
a31,Shopping,b32,0.15,100.00,100.00
a31,Shopping,b32,0.15,100.00,100.00
a31,Shopping,b32,0.15,100.00,100.00
a31,Shopping,b32,0.15,66.67,50.00
a34,Shopping,b32,0.15,100.00,80.00
a34,Shopping,b32,0.15,100.00,80.00
a34,Shopping,b32,0.15,100.00,80.00
a34,Shopping,b32,0.15,100.00,80.00
a34,Shopping,b32,0.15,100.00,80.00
a34,Shopping,b32,0.15,100.00,80.00
a34,Shopping,b32,0.15,100.00,80.00
a34,Shopping,b32,0.15,100.00,80.00
a34,Shopping,b32,0.15,100.00,80.00
a34,Shopping,b32,0.15,100.00,80.00
a35,Shopping,b32,0.15,80.00,66.67
a35,Shopping,b32,0.15,34.55,100.00
a35,Shopping,b32,0.15,39.29,100.00
a35,Shopping,b32,0.15,31.82,100.00
a35,Shopping,b32,0.15,28.13,83.33
a35,Shopping,b32,0.15,46.15,100.00
a35,Shopping,b32,0.15,33.96,100.00
a35,Shopping,b32,0.15,33.96,100.00
a35,Shopping,b32,0.15,33.33,100.00
a35,Shopping,b32,0.15,28.13,83.33
a44,Mail Client,b41,0.30,60.00,80.00
a44,Mail Client,b41,0.30,60.00,80.00
a44,Mail Client,b41,0.30,60.00,80.00
a44,Mail Client,b41,0.30,50.00,80.00
a44,Mail Client,b41,0.30,60.00,80.00
a44,Mail Client,b41,0.30,36.36,100.00
a44,Mail Client,b41,0.30,60.00,80.00
a44,Mail Client,b41,0.30,60.00,80.00
a44,Mail Client,b41,0.30,50.00,80.00
a44,Mail Client,b41,0.30,60.00,80.00
a45,Mail Client,b41,0.30,66.67,75.00
a45,Mail Client,b41,0.30,66.67,75.00
a45,Mail Client,b41,0.30,66.67,75.00
a45,Mail Client,b41,0.30,66.67,75.00
a45,Mail Client,b41,0.30,66.67,75.00
a45,Mail Client,b41,0.30,66.67,75.00
a45,Mail Client,b41,0.30,66.67,75.00
a45,Mail Client,b41,0.30,66.67,75.00
a45,Mail Client,b41,0.30,100.00,75.00
a45,Mail Client,b41,0.30,50.00,75.00
a43,Mail Client,b41,0.30,46.15,100.00
a43,Mail Client,b41,0.30,40.00,66.67
a43,Mail Client,b41,0.30,40.00,66.67
a43,Mail Client,b41,0.30,33.33,66.67
a43,Mail Client,b41,0.30,6.90,33.33
a43,Mail Client,b41,0.30,46.15,100.00
a43,Mail Client,b41,0.30,25.00,33.33
a43,Mail Client,b41,0.30,20.00,33.33
a43,Mail Client,b41,0.30,33.33,66.67
a41,Mail Client,b41,0.30,40.00,66.67
a41,Mail Client,b41,0.30,40.00,66.67
a41,Mail Client,b41,0.30,40.00,66.67
a41,Mail Client,b41,0.30,40.00,66.67
a41,Mail Client,b41,0.30,40.00,66.67
a41,Mail Client,b41,0.30,42.31,66.67
a41,Mail Client,b41,0.30,42.31,66.67
a41,Mail Client,b41,0.30,40.00,66.67
a41,Mail Client,b41,0.30,55.56,55.56
a42,Mail Client,b41,0.30,20.00,66.67
a42,Mail Client,b41,0.30,50.00,66.67
a42,Mail Client,b41,0.30,15.79,66.67
a42,Mail Client,b41,0.30,20.00,66.67
a42,Mail Client,b41,0.30,22.22,66.67
a42,Mail Client,b41,0.30,13.51,66.67
a42,Mail Client,b41,0.30,11.54,66.67
a42,Mail Client,b41,0.30,13.51,66.67
a42,Mail Client,b41,0.30,12.82,66.67
a44,Mail Client,b41,0.20,60.00,80.00
a44,Mail Client,b41,0.20,60.00,80.00
a44,Mail Client,b41,0.20,60.00,80.00
a44,Mail Client,b41,0.20,60.00,80.00
a44,Mail Client,b41,0.20,60.00,80.00
a44,Mail Client,b41,0.20,60.00,80.00
a44,Mail Client,b41,0.20,50.00,80.00
a44,Mail Client,b41,0.20,60.00,80.00
a44,Mail Client,b41,0.20,60.00,80.00
a44,Mail Client,b41,0.20,60.00,80.00
a45,Mail Client,b41,0.20,66.67,75.00
a45,Mail Client,b41,0.20,66.67,75.00
a45,Mail Client,b41,0.20,42.86,100.00
a45,Mail Client,b41,0.20,66.67,75.00
a45,Mail Client,b41,0.20,66.67,75.00
a45,Mail Client,b41,0.20,66.67,75.00
a45,Mail Client,b41,0.20,66.67,75.00
a45,Mail Client,b41,0.20,66.67,75.00
a45,Mail Client,b41,0.20,66.67,75.00
a45,Mail Client,b41,0.20,66.67,75.00
a43,Mail Client,b41,0.20,25.00,66.67
a43,Mail Client,b41,0.20,15.56,100.00
a43,Mail Client,b41,0.20,25.00,66.67
a43,Mail Client,b41,0.20,16.67,33.33
a43,Mail Client,b41,0.20,42.86,66.67
a43,Mail Client,b41,0.20,33.33,66.67
a43,Mail Client,b41,0.20,42.86,66.67
a43,Mail Client,b41,0.20,42.86,66.67
a43,Mail Client,b41,0.20,33.33,66.67
a43,Mail Client,b41,0.20,33.33,66.67
a41,Mail Client,b41,0.20,14.29,66.67
a41,Mail Client,b41,0.20,14.29,44.44
a41,Mail Client,b41,0.20,14.29,66.67
a41,Mail Client,b41,0.20,30.00,66.67
a41,Mail Client,b41,0.20,14.29,66.67
a41,Mail Client,b41,0.20,15.79,66.67
a41,Mail Client,b41,0.20,27.27,66.67
a41,Mail Client,b41,0.20,14.29,66.67
a41,Mail Client,b41,0.20,63.64,66.67
a41,Mail Client,b41,0.20,14.29,66.67
a42,Mail Client,b41,0.20,9.09,66.67
a42,Mail Client,b41,0.20,9.30,66.67
a42,Mail Client,b41,0.20,14.29,66.67
a42,Mail Client,b41,0.20,10.53,66.67
a42,Mail Client,b41,0.20,13.79,66.67
a42,Mail Client,b41,0.20,7.32,66.67
a42,Mail Client,b41,0.20,13.79,66.67
a42,Mail Client,b41,0.20,13.51,66.67
a42,Mail Client,b41,0.20,9.62,66.67
a42,Mail Client,b41,0.20,15.00,66.67
a44,Mail Client,b41,0.25,60.00,80.00
a44,Mail Client,b41,0.25,60.00,80.00
a44,Mail Client,b41,0.25,60.00,80.00
a44,Mail Client,b41,0.25,60.00,80.00
a44,Mail Client,b41,0.25,60.00,80.00
a44,Mail Client,b41,0.25,50.00,80.00
a44,Mail Client,b41,0.25,60.00,80.00
a44,Mail Client,b41,0.25,60.00,80.00
a44,Mail Client,b41,0.25,60.00,80.00
a44,Mail Client,b41,0.25,60.00,80.00
a45,Mail Client,b41,0.25,66.67,75.00
a45,Mail Client,b41,0.25,66.67,75.00
a45,Mail Client,b41,0.25,66.67,75.00
a45,Mail Client,b41,0.25,66.67,75.00
a45,Mail Client,b41,0.25,50.00,75.00
a45,Mail Client,b41,0.25,66.67,75.00
a45,Mail Client,b41,0.25,66.67,75.00
a45,Mail Client,b41,0.25,66.67,75.00
a45,Mail Client,b41,0.25,66.67,75.00
a45,Mail Client,b41,0.25,66.67,75.00
a43,Mail Client,b41,0.25,42.86,66.67
a43,Mail Client,b41,0.25,40.00,66.67
a43,Mail Client,b41,0.25,20.00,33.33
a43,Mail Client,b41,0.25,40.00,66.67
a43,Mail Client,b41,0.25,40.00,66.67
a43,Mail Client,b41,0.25,28.57,66.67
a43,Mail Client,b41,0.25,25.00,66.67
a43,Mail Client,b41,0.25,33.33,66.67
a43,Mail Client,b41,0.25,0,0
a41,Mail Client,b41,0.25,28.00,66.67
a41,Mail Client,b41,0.25,75.00,88.89
a41,Mail Client,b41,0.25,75.00,88.89
a41,Mail Client,b41,0.25,70.00,66.67
a41,Mail Client,b41,0.25,28.00,66.67
a41,Mail Client,b41,0.25,75.00,88.89
a41,Mail Client,b41,0.25,75.00,88.89
a41,Mail Client,b41,0.25,100.00,33.33
a41,Mail Client,b41,0.25,55.56,88.89
a41,Mail Client,b41,0.25,81.82,88.89
a42,Mail Client,b41,0.25,6.25,66.67
a42,Mail Client,b41,0.25,50.00,66.67
a42,Mail Client,b41,0.25,14.29,66.67
a42,Mail Client,b41,0.25,11.43,66.67
a42,Mail Client,b41,0.25,5.26,66.67
a42,Mail Client,b41,0.25,50.00,66.67
a42,Mail Client,b41,0.25,10.26,66.67
a42,Mail Client,b41,0.25,50.00,66.67
a42,Mail Client,b41,0.25,20.00,66.67
a44,Mail Client,b41,0.10,50.00,80.00
a44,Mail Client,b41,0.10,60.00,80.00
a44,Mail Client,b41,0.10,60.00,80.00
a44,Mail Client,b41,0.10,60.00,80.00
a44,Mail Client,b41,0.10,60.00,80.00
a44,Mail Client,b41,0.10,60.00,80.00
a44,Mail Client,b41,0.10,60.00,80.00
a44,Mail Client,b41,0.10,60.00,80.00
a44,Mail Client,b41,0.10,60.00,80.00
a44,Mail Client,b41,0.10,60.00,80.00
a45,Mail Client,b41,0.10,10.00,75.00
a45,Mail Client,b41,0.10,10.00,75.00
a45,Mail Client,b41,0.10,10.00,75.00
a45,Mail Client,b41,0.10,10.00,75.00
a45,Mail Client,b41,0.10,8.33,75.00
a45,Mail Client,b41,0.10,10.00,75.00
a45,Mail Client,b41,0.10,10.00,75.00
a45,Mail Client,b41,0.10,10.00,75.00
a45,Mail Client,b41,0.10,10.00,75.00
a45,Mail Client,b41,0.10,10.00,75.00
a43,Mail Client,b41,0.10,47.37,100.00
a43,Mail Client,b41,0.10,42.86,100.00
a43,Mail Client,b41,0.10,42.86,100.00
a43,Mail Client,b41,0.10,36.67,100.00
a43,Mail Client,b41,0.10,42.86,100.00
a43,Mail Client,b41,0.10,42.86,100.00
a43,Mail Client,b41,0.10,33.33,66.67
a43,Mail Client,b41,0.10,35.00,100.00
a43,Mail Client,b41,0.10,42.86,100.00
a43,Mail Client,b41,0.10,42.86,100.00
a41,Mail Client,b41,0.10,23.33,44.44
a41,Mail Client,b41,0.10,23.33,44.44
a41,Mail Client,b41,0.10,23.33,44.44
a41,Mail Client,b41,0.10,53.33,88.89
a41,Mail Client,b41,0.10,53.33,88.89
a41,Mail Client,b41,0.10,23.33,44.44
a41,Mail Client,b41,0.10,23.33,44.44
a41,Mail Client,b41,0.10,35.00,44.44
a41,Mail Client,b41,0.10,23.33,44.44
a41,Mail Client,b41,0.10,10.53,44.44
a42,Mail Client,b41,0.10,7.41,66.67
a42,Mail Client,b41,0.10,11.11,66.67
a42,Mail Client,b41,0.10,12.24,66.67
a42,Mail Client,b41,0.10,11.54,66.67
a42,Mail Client,b41,0.10,50.00,66.67
a42,Mail Client,b41,0.10,11.11,66.67
a42,Mail Client,b41,0.10,10.00,66.67
a42,Mail Client,b41,0.10,50.00,66.67
a42,Mail Client,b41,0.10,11.43,66.67
a42,Mail Client,b41,0.10,40.00,66.67
a44,Mail Client,b41,0.15,60.00,80.00
a44,Mail Client,b41,0.15,60.00,80.00
a44,Mail Client,b41,0.15,60.00,80.00
a44,Mail Client,b41,0.15,60.00,80.00
a44,Mail Client,b41,0.15,50.00,60.00
a44,Mail Client,b41,0.15,60.00,80.00
a44,Mail Client,b41,0.15,50.00,80.00
a44,Mail Client,b41,0.15,60.00,80.00
a44,Mail Client,b41,0.15,60.00,80.00
a44,Mail Client,b41,0.15,60.00,80.00
a45,Mail Client,b41,0.15,10.00,75.00
a45,Mail Client,b41,0.15,10.00,75.00
a45,Mail Client,b41,0.15,10.00,75.00
a45,Mail Client,b41,0.15,10.00,75.00
a45,Mail Client,b41,0.15,10.00,75.00
a45,Mail Client,b41,0.15,10.00,75.00
a45,Mail Client,b41,0.15,10.00,75.00
a45,Mail Client,b41,0.15,10.00,75.00
a45,Mail Client,b41,0.15,8.33,75.00
a45,Mail Client,b41,0.15,10.00,75.00
a43,Mail Client,b41,0.15,50.00,66.67
a43,Mail Client,b41,0.15,40.00,66.67
a43,Mail Client,b41,0.15,28.57,66.67
a43,Mail Client,b41,0.15,40.00,66.67
a43,Mail Client,b41,0.15,13.33,66.67
a43,Mail Client,b41,0.15,40.00,66.67
a43,Mail Client,b41,0.15,40.00,66.67
a41,Mail Client,b41,0.15,20.69,33.33
a41,Mail Client,b41,0.15,20.69,33.33
a41,Mail Client,b41,0.15,37.50,33.33
a41,Mail Client,b41,0.15,53.33,88.89
a41,Mail Client,b41,0.15,20.69,33.33
a41,Mail Client,b41,0.15,60.00,88.89
a41,Mail Client,b41,0.15,20.69,33.33
a41,Mail Client,b41,0.15,20.69,33.33
a42,Mail Client,b41,0.15,11.54,66.67
a42,Mail Client,b41,0.15,6.52,66.67
a42,Mail Client,b41,0.15,7.14,66.67
a42,Mail Client,b41,0.15,50.00,66.67
a42,Mail Client,b41,0.15,11.54,66.67
a42,Mail Client,b41,0.15,14.29,66.67
a42,Mail Client,b41,0.15,50.00,66.67
a42,Mail Client,b41,0.15,13.56,66.67
a44,Mail Client,b42,0.30,100.00,85.71
a44,Mail Client,b42,0.30,100.00,85.71
a44,Mail Client,b42,0.30,100.00,85.71
a44,Mail Client,b42,0.30,100.00,85.71
a44,Mail Client,b42,0.30,100.00,85.71
a44,Mail Client,b42,0.30,100.00,85.71
a44,Mail Client,b42,0.30,100.00,85.71
a44,Mail Client,b42,0.30,100.00,85.71
a44,Mail Client,b42,0.30,100.00,85.71
a44,Mail Client,b42,0.30,100.00,85.71
a45,Mail Client,b42,0.30,100.00,80.00
a45,Mail Client,b42,0.30,100.00,80.00
a45,Mail Client,b42,0.30,100.00,80.00
a45,Mail Client,b42,0.30,100.00,80.00
a45,Mail Client,b42,0.30,100.00,80.00
a45,Mail Client,b42,0.30,100.00,80.00
a45,Mail Client,b42,0.30,100.00,80.00
a45,Mail Client,b42,0.30,100.00,80.00
a45,Mail Client,b42,0.30,100.00,80.00
a45,Mail Client,b42,0.30,100.00,80.00
a43,Mail Client,b42,0.30,40.00,66.67
a43,Mail Client,b42,0.30,25.00,100.00
a43,Mail Client,b42,0.30,50.00,66.67
a43,Mail Client,b42,0.30,33.33,66.67
a43,Mail Client,b42,0.30,40.00,66.67
a43,Mail Client,b42,0.30,25.00,66.67
a43,Mail Client,b42,0.30,25.00,33.33
a43,Mail Client,b42,0.30,25.00,33.33
a43,Mail Client,b42,0.30,50.00,66.67
a43,Mail Client,b42,0.30,3.77,66.67
a41,Mail Client,b42,0.30,77.78,54.55
a41,Mail Client,b42,0.30,77.78,54.55
a41,Mail Client,b42,0.30,77.78,54.55
a41,Mail Client,b42,0.30,70.00,54.55
a41,Mail Client,b42,0.30,20.59,63.64
a41,Mail Client,b42,0.30,77.78,54.55
a41,Mail Client,b42,0.30,77.78,54.55
a41,Mail Client,b42,0.30,77.78,54.55
a41,Mail Client,b42,0.30,77.78,54.55
a41,Mail Client,b42,0.30,80.00,54.55
a42,Mail Client,b42,0.30,11.11,66.67
a42,Mail Client,b42,0.30,10.00,66.67
a42,Mail Client,b42,0.30,10.00,66.67
a42,Mail Client,b42,0.30,50.00,33.33
a42,Mail Client,b42,0.30,11.43,66.67
a42,Mail Client,b42,0.30,33.33,33.33
a42,Mail Client,b42,0.30,40.00,66.67
a42,Mail Client,b42,0.30,50.00,66.67
a42,Mail Client,b42,0.30,10.00,66.67
a42,Mail Client,b42,0.30,15.09,66.67
a44,Mail Client,b42,0.20,100.00,85.71
a44,Mail Client,b42,0.20,100.00,85.71
a44,Mail Client,b42,0.20,100.00,85.71
a44,Mail Client,b42,0.20,100.00,85.71
a44,Mail Client,b42,0.20,100.00,85.71
a44,Mail Client,b42,0.20,100.00,71.43
a44,Mail Client,b42,0.20,100.00,85.71
a44,Mail Client,b42,0.20,100.00,85.71
a44,Mail Client,b42,0.20,100.00,85.71
a44,Mail Client,b42,0.20,100.00,85.71
a45,Mail Client,b42,0.20,100.00,80.00
a45,Mail Client,b42,0.20,100.00,80.00
a45,Mail Client,b42,0.20,28.57,80.00
a45,Mail Client,b42,0.20,100.00,80.00
a45,Mail Client,b42,0.20,100.00,80.00
a45,Mail Client,b42,0.20,100.00,80.00
a45,Mail Client,b42,0.20,50.00,80.00
a45,Mail Client,b42,0.20,100.00,80.00
a45,Mail Client,b42,0.20,100.00,80.00
a45,Mail Client,b42,0.20,100.00,80.00
a43,Mail Client,b42,0.20,50.00,66.67
a43,Mail Client,b42,0.20,55.56,100.00
a43,Mail Client,b42,0.20,62.50,100.00
a43,Mail Client,b42,0.20,50.00,66.67
a43,Mail Client,b42,0.20,50.00,66.67
a43,Mail Client,b42,0.20,50.00,66.67
a43,Mail Client,b42,0.20,58.82,100.00
a41,Mail Client,b42,0.20,36.11,81.82
a41,Mail Client,b42,0.20,15.25,63.64
a41,Mail Client,b42,0.20,45.83,90.91
a41,Mail Client,b42,0.20,64.71,54.55
a41,Mail Client,b42,0.20,27.50,63.64
a41,Mail Client,b42,0.20,65.22,81.82
a41,Mail Client,b42,0.20,64.71,54.55
a41,Mail Client,b42,0.20,60.87,81.82
a42,Mail Client,b42,0.20,21.05,66.67
a42,Mail Client,b42,0.20,33.33,66.67
a42,Mail Client,b42,0.20,21.05,66.67
a42,Mail Client,b42,0.20,17.65,66.67
a42,Mail Client,b42,0.20,17.65,66.67
a42,Mail Client,b42,0.20,15.00,66.67
a42,Mail Client,b42,0.20,15.00,66.67
a42,Mail Client,b42,0.20,21.05,66.67
a44,Mail Client,b42,0.25,100.00,85.71
a44,Mail Client,b42,0.25,100.00,85.71
a44,Mail Client,b42,0.25,100.00,85.71
a44,Mail Client,b42,0.25,100.00,85.71
a44,Mail Client,b42,0.25,100.00,85.71
a44,Mail Client,b42,0.25,100.00,85.71
a44,Mail Client,b42,0.25,100.00,85.71
a44,Mail Client,b42,0.25,100.00,85.71
a44,Mail Client,b42,0.25,100.00,85.71
a44,Mail Client,b42,0.25,100.00,85.71
a45,Mail Client,b42,0.25,100.00,80.00
a45,Mail Client,b42,0.25,100.00,80.00
a45,Mail Client,b42,0.25,100.00,80.00
a45,Mail Client,b42,0.25,100.00,80.00
a45,Mail Client,b42,0.25,100.00,80.00
a45,Mail Client,b42,0.25,100.00,80.00
a45,Mail Client,b42,0.25,100.00,80.00
a45,Mail Client,b42,0.25,100.00,80.00
a45,Mail Client,b42,0.25,100.00,80.00
a45,Mail Client,b42,0.25,100.00,80.00
a43,Mail Client,b42,0.25,50.00,66.67
a43,Mail Client,b42,0.25,50.00,66.67
a43,Mail Client,b42,0.25,50.00,66.67
a43,Mail Client,b42,0.25,50.00,66.67
a43,Mail Client,b42,0.25,50.00,66.67
a43,Mail Client,b42,0.25,50.00,66.67
a43,Mail Client,b42,0.25,50.00,66.67
a43,Mail Client,b42,0.25,50.00,66.67
a43,Mail Client,b42,0.25,50.00,66.67
a41,Mail Client,b42,0.25,83.33,81.82
a41,Mail Client,b42,0.25,84.62,81.82
a41,Mail Client,b42,0.25,83.33,81.82
a41,Mail Client,b42,0.25,83.33,81.82
a41,Mail Client,b42,0.25,83.33,81.82
a41,Mail Client,b42,0.25,83.33,81.82
a41,Mail Client,b42,0.25,83.33,81.82
a41,Mail Client,b42,0.25,73.33,90.91
a41,Mail Client,b42,0.25,83.33,81.82
a41,Mail Client,b42,0.25,83.33,81.82
a42,Mail Client,b42,0.25,28.57,66.67
a42,Mail Client,b42,0.25,33.33,33.33
a42,Mail Client,b42,0.25,33.33,66.67
a42,Mail Client,b42,0.25,33.33,66.67
a42,Mail Client,b42,0.25,33.33,66.67
a42,Mail Client,b42,0.25,33.33,66.67
a42,Mail Client,b42,0.25,33.33,66.67
a42,Mail Client,b42,0.25,33.33,66.67
a42,Mail Client,b42,0.25,33.33,66.67
a42,Mail Client,b42,0.25,33.33,66.67
a44,Mail Client,b42,0.10,100.00,85.71
a44,Mail Client,b42,0.10,100.00,85.71
a44,Mail Client,b42,0.10,100.00,85.71
a44,Mail Client,b42,0.10,100.00,85.71
a44,Mail Client,b42,0.10,100.00,85.71
a44,Mail Client,b42,0.10,100.00,85.71
a44,Mail Client,b42,0.10,100.00,85.71
a44,Mail Client,b42,0.10,100.00,85.71
a44,Mail Client,b42,0.10,100.00,85.71
a44,Mail Client,b42,0.10,100.00,85.71
a45,Mail Client,b42,0.10,100.00,80.00
a45,Mail Client,b42,0.10,100.00,80.00
a45,Mail Client,b42,0.10,100.00,80.00
a45,Mail Client,b42,0.10,100.00,80.00
a45,Mail Client,b42,0.10,100.00,80.00
a45,Mail Client,b42,0.10,100.00,80.00
a45,Mail Client,b42,0.10,100.00,80.00
a45,Mail Client,b42,0.10,100.00,80.00
a45,Mail Client,b42,0.10,100.00,80.00
a45,Mail Client,b42,0.10,100.00,80.00
a43,Mail Client,b42,0.10,11.76,66.67
a43,Mail Client,b42,0.10,14.29,66.67
a43,Mail Client,b42,0.10,13.04,66.67
a43,Mail Client,b42,0.10,12.50,66.67
a43,Mail Client,b42,0.10,13.33,66.67
a43,Mail Client,b42,0.10,40.00,66.67
a43,Mail Client,b42,0.10,50.00,66.67
a43,Mail Client,b42,0.10,50.00,66.67
a43,Mail Client,b42,0.10,50.00,66.67
a43,Mail Client,b42,0.10,50.00,66.67
a41,Mail Client,b42,0.10,50.00,54.55
a41,Mail Client,b42,0.10,43.75,63.64
a41,Mail Client,b42,0.10,53.85,63.64
a41,Mail Client,b42,0.10,46.67,63.64
a41,Mail Client,b42,0.10,43.75,63.64
a41,Mail Client,b42,0.10,46.67,63.64
a41,Mail Client,b42,0.10,53.85,63.64
a41,Mail Client,b42,0.10,46.67,63.64
a41,Mail Client,b42,0.10,45.45,63.64
a41,Mail Client,b42,0.10,46.67,63.64
a42,Mail Client,b42,0.10,13.64,66.67
a42,Mail Client,b42,0.10,17.65,66.67
a42,Mail Client,b42,0.10,50.00,33.33
a42,Mail Client,b42,0.10,50.00,33.33
a42,Mail Client,b42,0.10,3.45,33.33
a42,Mail Client,b42,0.10,15.00,66.67
a42,Mail Client,b42,0.10,66.67,66.67
a42,Mail Client,b42,0.10,13.04,66.67
a42,Mail Client,b42,0.10,50.00,33.33
a42,Mail Client,b42,0.10,7.69,66.67
a44,Mail Client,b42,0.15,100.00,85.71
a44,Mail Client,b42,0.15,100.00,85.71
a44,Mail Client,b42,0.15,100.00,85.71
a44,Mail Client,b42,0.15,100.00,85.71
a44,Mail Client,b42,0.15,100.00,85.71
a44,Mail Client,b42,0.15,100.00,85.71
a44,Mail Client,b42,0.15,100.00,85.71
a44,Mail Client,b42,0.15,100.00,85.71
a44,Mail Client,b42,0.15,100.00,85.71
a44,Mail Client,b42,0.15,100.00,85.71
a45,Mail Client,b42,0.15,100.00,80.00
a45,Mail Client,b42,0.15,100.00,80.00
a45,Mail Client,b42,0.15,100.00,80.00
a45,Mail Client,b42,0.15,100.00,80.00
a45,Mail Client,b42,0.15,100.00,80.00
a45,Mail Client,b42,0.15,100.00,80.00
a45,Mail Client,b42,0.15,100.00,80.00
a45,Mail Client,b42,0.15,100.00,80.00
a45,Mail Client,b42,0.15,100.00,80.00
a45,Mail Client,b42,0.15,100.00,80.00
a43,Mail Client,b42,0.15,50.00,66.67
a43,Mail Client,b42,0.15,50.00,66.67
a43,Mail Client,b42,0.15,50.00,66.67
a43,Mail Client,b42,0.15,50.00,66.67
a43,Mail Client,b42,0.15,50.00,66.67
a43,Mail Client,b42,0.15,40.00,66.67
a43,Mail Client,b42,0.15,50.00,66.67
a43,Mail Client,b42,0.15,50.00,66.67
a43,Mail Client,b42,0.15,40.00,66.67
a43,Mail Client,b42,0.15,40.00,66.67
a41,Mail Client,b42,0.15,43.59,81.82
a41,Mail Client,b42,0.15,50.00,54.55
a41,Mail Client,b42,0.15,25.71,81.82
a41,Mail Client,b42,0.15,50.00,54.55
a41,Mail Client,b42,0.15,50.00,54.55
a41,Mail Client,b42,0.15,58.82,81.82
a41,Mail Client,b42,0.15,24.56,90.91
a41,Mail Client,b42,0.15,46.34,100.00
a41,Mail Client,b42,0.15,42.86,72.73
a41,Mail Client,b42,0.15,25.71,81.82
a42,Mail Client,b42,0.15,18.18,66.67
a42,Mail Client,b42,0.15,17.86,66.67
a42,Mail Client,b42,0.15,25.00,66.67
